variant,case_id,span_index,query,rank,candidate,slot_id,rank_score,bm25_score,vector_score,label_score,retrieval_branch,embedding_provider,embedding_model,score_mode,gate_decision,gate_reason,gate_support_score,gate_specificity_score,linker_decision,linker_reason,linker_selected,linker_scope
G,eval_019,1,잠을 잘 수 없습니다 수면 장애,9,저산소증,symptom:b3d40f3209,0.034,0.7878,0.0543,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,no_match,제공된 증상 후보 중 '수면 장애'에 직접 대응하는 증상이 없습니다.,false,top_k
G,eval_019,1,잠을 잘 수 없습니다 수면 장애,10,흉곽 팽윤,symptom:3d0a98c718,0.034,0.6853,0.0697,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,no_match,제공된 증상 후보 중 '수면 장애'에 직접 대응하는 증상이 없습니다.,false,top_k
G,eval_019,1,잠을 잘 수 없습니다 수면 장애,11,수유 곤란,symptom:50b724dad2,0.0338,0.0636,0.1088,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,no_match,제공된 증상 후보 중 '수면 장애'에 직접 대응하는 증상이 없습니다.,false,top_k
G,eval_019,1,잠을 잘 수 없습니다 수면 장애,12,고탄산증,symptom:2ddc315fa9,0.0334,0.6918,0.0543,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,no_match,제공된 증상 후보 중 '수면 장애'에 직접 대응하는 증상이 없습니다.,false,top_k
G,eval_019,1,잠을 잘 수 없습니다 수면 장애,13,열,fever,0.0331,0.3167,0.0968,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,no_match,제공된 증상 후보 중 '수면 장애'에 직접 대응하는 증상이 없습니다.,false,top_k
G,eval_019,1,잠을 잘 수 없습니다 수면 장애,14,발한,sweating,0.0329,0.4331,0.0842,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,no_match,제공된 증상 후보 중 '수면 장애'에 직접 대응하는 증상이 없습니다.,false,top_k
G,eval_019,1,잠을 잘 수 없습니다 수면 장애,15,마찰음,symptom:16666ae9ec,0.0323,0.5307,0.0561,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,no_match,제공된 증상 후보 중 '수면 장애'에 직접 대응하는 증상이 없습니다.,false,top_k
G,eval_019,1,잠을 잘 수 없습니다 수면 장애,16,불안,symptom:31e7e68566,0.0323,0.4312,0.0821,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,no_match,제공된 증상 후보 중 '수면 장애'에 직접 대응하는 증상이 없습니다.,false,top_k
G,eval_019,1,잠을 잘 수 없습니다 수면 장애,17,흉통,chest_pain,0.0322,0.4533,0.0737,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,no_match,제공된 증상 후보 중 '수면 장애'에 직접 대응하는 증상이 없습니다.,false,top_k
G,eval_019,1,잠을 잘 수 없습니다 수면 장애,18,권태감,malaise,0.0319,0.4168,0.0809,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,no_match,제공된 증상 후보 중 '수면 장애'에 직접 대응하는 증상이 없습니다.,false,top_k
G,eval_019,1,잠을 잘 수 없습니다 수면 장애,19,구토,vomiting,0.0296,0.4803,0.0199,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,no_match,제공된 증상 후보 중 '수면 장애'에 직접 대응하는 증상이 없습니다.,false,top_k
G,eval_019,1,잠을 잘 수 없습니다 수면 장애,20,사망,symptom:49570025c3,0.0295,0.4379,0.0412,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,no_match,제공된 증상 후보 중 '수면 장애'에 직접 대응하는 증상이 없습니다.,false,top_k
G,eval_020,0,기침이 계속됩니다 기침 지속,1,기침,cough,0.1092,0.6618,0.3204,1.0,rrf_preferred_alias,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,기침이 계속된다는 내용은 일반적인 기침 증상에 직접 대응합니다.,true,top_k
G,eval_020,0,기침이 계속됩니다 기침 지속,2,가슴 답답,chest_discomfort,0.0406,1.0,0.147,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,기침이 계속된다는 내용은 일반적인 기침 증상에 직접 대응합니다.,false,top_k
G,eval_020,0,기침이 계속됩니다 기침 지속,3,구토,vomiting,0.0401,0.626,0.1648,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,기침이 계속된다는 내용은 일반적인 기침 증상에 직접 대응합니다.,false,top_k
G,eval_020,0,기침이 계속됩니다 기침 지속,4,가래,sputum,0.039,0.4919,0.1623,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,기침이 계속된다는 내용은 일반적인 기침 증상에 직접 대응합니다.,false,top_k
G,eval_020,0,기침이 계속됩니다 기침 지속,5,빈호흡,symptom:e3fb3f1d30,0.0389,0.3403,0.1653,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,기침이 계속된다는 내용은 일반적인 기침 증상에 직접 대응합니다.,false,top_k
G,eval_020,0,기침이 계속됩니다 기침 지속,6,결막염,symptom:7a281d2ec2,0.0387,0.8471,0.108,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,기침이 계속된다는 내용은 일반적인 기침 증상에 직접 대응합니다.,false,top_k
G,eval_020,0,기침이 계속됩니다 기침 지속,7,검은색 가래,black_sputum,0.0379,0.2452,0.2336,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,기침이 계속된다는 내용은 일반적인 기침 증상에 직접 대응합니다.,false,top_k
G,eval_020,0,기침이 계속됩니다 기침 지속,8,감기 증상,symptom:cabd50b0e8,0.0374,0.364,0.1302,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,기침이 계속된다는 내용은 일반적인 기침 증상에 직접 대응합니다.,false,top_k
G,eval_020,0,기침이 계속됩니다 기침 지속,9,호흡곤란,dyspnea,0.0366,0.5032,0.0977,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,기침이 계속된다는 내용은 일반적인 기침 증상에 직접 대응합니다.,false,top_k
G,eval_020,0,기침이 계속됩니다 기침 지속,10,체중감소,weight_loss,0.0363,0.5626,0.0884,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,기침이 계속된다는 내용은 일반적인 기침 증상에 직접 대응합니다.,false,top_k
G,eval_020,0,기침이 계속됩니다 기침 지속,11,근육통,myalgia,0.0362,0.295,0.1097,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,기침이 계속된다는 내용은 일반적인 기침 증상에 직접 대응합니다.,false,top_k
G,eval_020,0,기침이 계속됩니다 기침 지속,12,고탄산증,symptom:2ddc315fa9,0.0356,0.2452,0.1132,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,기침이 계속된다는 내용은 일반적인 기침 증상에 직접 대응합니다.,false,top_k
G,eval_020,0,기침이 계속됩니다 기침 지속,13,천명음,wheezing,0.0352,0.4218,0.0847,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,기침이 계속된다는 내용은 일반적인 기침 증상에 직접 대응합니다.,false,top_k
G,eval_020,0,기침이 계속됩니다 기침 지속,14,코막힘,nasal_obstruction,0.0349,0.5395,0.072,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,기침이 계속된다는 내용은 일반적인 기침 증상에 직접 대응합니다.,false,top_k
G,eval_020,0,기침이 계속됩니다 기침 지속,15,빈맥,symptom:920af2278a,0.0347,0.2144,0.1326,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,기침이 계속된다는 내용은 일반적인 기침 증상에 직접 대응합니다.,false,top_k
G,eval_020,0,기침이 계속됩니다 기침 지속,16,화농성 객담,purulent_sputum,0.0347,0.1763,0.1379,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,기침이 계속된다는 내용은 일반적인 기침 증상에 직접 대응합니다.,false,top_k
G,eval_020,0,기침이 계속됩니다 기침 지속,17,식욕부진,symptom:8678ac0397,0.0344,0.2594,0.0927,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,기침이 계속된다는 내용은 일반적인 기침 증상에 직접 대응합니다.,false,top_k
G,eval_020,0,기침이 계속됩니다 기침 지속,18,반복되는 폐렴,symptom:ade69fdbb3,0.0342,0.0216,0.214,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,기침이 계속된다는 내용은 일반적인 기침 증상에 직접 대응합니다.,false,top_k
G,eval_020,0,기침이 계속됩니다 기침 지속,19,삼키기 곤란,dysphagia,0.0341,0.6484,0.0639,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,기침이 계속된다는 내용은 일반적인 기침 증상에 직접 대응합니다.,false,top_k
G,eval_020,0,기침이 계속됩니다 기침 지속,20,말초부종,symptom:331b559ac3,0.0336,0.2264,0.0979,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,기침이 계속된다는 내용은 일반적인 기침 증상에 직접 대응합니다.,false,top_k
G,eval_021,0,팔다리에 근력이 약해져서 팔다리 근력 약화,1,근력 약화,muscle_weakness,0.0795,1.0,0.3216,0.78,rrf_bm25_vector_label,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,팔다리에 근력이 약해져서는 근력 약화와 직접 대응합니다.,true,top_k
G,eval_021,0,팔다리에 근력이 약해져서 팔다리 근력 약화,2,기운없음,symptom:3a6b475b6a,0.0793,0.0,0.0643,1.0,rrf_preferred_alias,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,팔다리에 근력이 약해져서는 근력 약화와 직접 대응합니다.,false,top_k
G,eval_021,0,팔다리에 근력이 약해져서 팔다리 근력 약화,3,하지부종,leg_edema,0.0378,0.1255,0.09,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,팔다리에 근력이 약해져서는 근력 약화와 직접 대응합니다.,false,top_k
G,eval_021,0,팔다리에 근력이 약해져서 팔다리 근력 약화,4,방사통,radiating_pain,0.0375,0.0435,0.0918,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,팔다리에 근력이 약해져서는 근력 약화와 직접 대응합니다.,false,top_k
G,eval_021,0,팔다리에 근력이 약해져서 팔다리 근력 약화,5,사지 부종,limb_edema,0.0361,0.3869,0.0659,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,팔다리에 근력이 약해져서는 근력 약화와 직접 대응합니다.,false,top_k
G,eval_021,0,팔다리에 근력이 약해져서 팔다리 근력 약화,6,감기 증상,symptom:cabd50b0e8,0.0342,0.0848,0.0458,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,팔다리에 근력이 약해져서는 근력 약화와 직접 대응합니다.,false,top_k
G,eval_021,0,팔다리에 근력이 약해져서 팔다리 근력 약화,7,천명음,wheezing,0.0328,0.0223,0.0409,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,팔다리에 근력이 약해져서는 근력 약화와 직접 대응합니다.,false,top_k
G,eval_021,0,팔다리에 근력이 약해져서 팔다리 근력 약화,8,지남력 장애,symptom:78fcb0137a,0.0177,0.0,0.1668,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,팔다리에 근력이 약해져서는 근력 약화와 직접 대응합니다.,false,top_k
G,eval_021,0,팔다리에 근력이 약해져서 팔다리 근력 약화,9,근긴장의 이상,symptom:4a7dd94774,0.0175,0.0,0.1421,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,팔다리에 근력이 약해져서는 근력 약화와 직접 대응합니다.,false,top_k
G,eval_021,0,팔다리에 근력이 약해져서 팔다리 근력 약화,10,사래걸림,symptom:92ca1277c1,0.0172,0.0,0.1395,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,팔다리에 근력이 약해져서는 근력 약화와 직접 대응합니다.,false,top_k
G,eval_021,0,팔다리에 근력이 약해져서 팔다리 근력 약화,11,거품이 섞인 가래,symptom:129b5a70ed,0.0169,0.0,0.1313,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,팔다리에 근력이 약해져서는 근력 약화와 직접 대응합니다.,false,top_k
G,eval_021,0,팔다리에 근력이 약해져서 팔다리 근력 약화,12,검은색 가래,black_sputum,0.0167,0.0,0.1269,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,팔다리에 근력이 약해져서는 근력 약화와 직접 대응합니다.,false,top_k
G,eval_021,0,팔다리에 근력이 약해져서 팔다리 근력 약화,13,말초부종,symptom:331b559ac3,0.0164,0.0,0.1238,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,팔다리에 근력이 약해져서는 근력 약화와 직접 대응합니다.,false,top_k
G,eval_021,0,팔다리에 근력이 약해져서 팔다리 근력 약화,14,눈꼽,eye_discharge,0.0162,0.0,0.119,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,팔다리에 근력이 약해져서는 근력 약화와 직접 대응합니다.,false,top_k
G,eval_021,0,팔다리에 근력이 약해져서 팔다리 근력 약화,15,화농성 객담,purulent_sputum,0.0159,0.0,0.1123,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,팔다리에 근력이 약해져서는 근력 약화와 직접 대응합니다.,false,top_k
G,eval_021,0,팔다리에 근력이 약해져서 팔다리 근력 약화,16,폐기능저하,symptom:0e2b6b7e94,0.0157,0.0,0.1115,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,팔다리에 근력이 약해져서는 근력 약화와 직접 대응합니다.,false,top_k
G,eval_021,0,팔다리에 근력이 약해져서 팔다리 근력 약화,17,박동성 통증,symptom:06a6f80381,0.0155,0.0,0.1096,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,팔다리에 근력이 약해져서는 근력 약화와 직접 대응합니다.,false,top_k
G,eval_021,0,팔다리에 근력이 약해져서 팔다리 근력 약화,18,목의 통증,sore_throat,0.0153,0.0,0.1078,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,팔다리에 근력이 약해져서는 근력 약화와 직접 대응합니다.,false,top_k
G,eval_021,0,팔다리에 근력이 약해져서 팔다리 근력 약화,19,사망,symptom:49570025c3,0.0152,0.0336,0.0,0.0,rrf_bm25,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,팔다리에 근력이 약해져서는 근력 약화와 직접 대응합니다.,false,top_k
G,eval_021,0,팔다리에 근력이 약해져서 팔다리 근력 약화,20,창백,pallor,0.0151,0.0,0.0986,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,팔다리에 근력이 약해져서는 근력 약화와 직접 대응합니다.,false,top_k
G,eval_022,0,맑은 콧물이 줄줄 나옵니다 맑은 콧물,1,콧물,rhinorrhea,0.1089,0.2522,0.3108,1.0,rrf_preferred_alias,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,맑은 콧물은 콧물(rhinorrhea)과 직접 대응합니다.,true,top_k
G,eval_022,0,맑은 콧물이 줄줄 나옵니다 맑은 콧물,2,재채기,symptom:f0ff1b70a5,0.0421,1.0,0.1944,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,맑은 콧물은 콧물(rhinorrhea)과 직접 대응합니다.,false,top_k
G,eval_022,0,맑은 콧물이 줄줄 나옵니다 맑은 콧물,3,코막힘,nasal_obstruction,0.0399,0.1314,0.1646,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,맑은 콧물은 콧물(rhinorrhea)과 직접 대응합니다.,false,top_k
G,eval_022,0,맑은 콧물이 줄줄 나옵니다 맑은 콧물,4,기침,cough,0.0395,0.0123,0.1802,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,맑은 콧물은 콧물(rhinorrhea)과 직접 대응합니다.,false,top_k
G,eval_022,0,맑은 콧물이 줄줄 나옵니다 맑은 콧물,5,결막염,symptom:7a281d2ec2,0.0393,0.1739,0.1287,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,맑은 콧물은 콧물(rhinorrhea)과 직접 대응합니다.,false,top_k
G,eval_022,0,맑은 콧물이 줄줄 나옵니다 맑은 콧물,6,저산소증,symptom:b3d40f3209,0.037,0.0108,0.1592,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,맑은 콧물은 콧물(rhinorrhea)과 직접 대응합니다.,false,top_k
G,eval_022,0,맑은 콧물이 줄줄 나옵니다 맑은 콧물,7,폐부종,symptom:2c8be00e20,0.0368,0.0121,0.1151,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,맑은 콧물은 콧물(rhinorrhea)과 직접 대응합니다.,false,top_k
G,eval_022,0,맑은 콧물이 줄줄 나옵니다 맑은 콧물,8,객혈,hemoptysis,0.0362,0.0116,0.1209,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,맑은 콧물은 콧물(rhinorrhea)과 직접 대응합니다.,false,top_k
G,eval_022,0,맑은 콧물이 줄줄 나옵니다 맑은 콧물,9,두통,headache,0.0357,0.2944,0.0626,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,맑은 콧물은 콧물(rhinorrhea)과 직접 대응합니다.,false,top_k
G,eval_022,0,맑은 콧물이 줄줄 나옵니다 맑은 콧물,10,구토,vomiting,0.0353,0.1219,0.0757,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,맑은 콧물은 콧물(rhinorrhea)과 직접 대응합니다.,false,top_k
G,eval_022,0,맑은 콧물이 줄줄 나옵니다 맑은 콧물,11,호흡곤란,dyspnea,0.0353,0.012,0.086,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,맑은 콧물은 콧물(rhinorrhea)과 직접 대응합니다.,false,top_k
G,eval_022,0,맑은 콧물이 줄줄 나옵니다 맑은 콧물,12,탈장,symptom:d7c26014b2,0.035,0.0113,0.1021,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,맑은 콧물은 콧물(rhinorrhea)과 직접 대응합니다.,false,top_k
G,eval_022,0,맑은 콧물이 줄줄 나옵니다 맑은 콧물,13,운동 시 호흡곤란,symptom:a243309094,0.0349,0.0118,0.0862,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,맑은 콧물은 콧물(rhinorrhea)과 직접 대응합니다.,false,top_k
G,eval_022,0,맑은 콧물이 줄줄 나옵니다 맑은 콧물,14,검은색 가래,black_sputum,0.0347,0.3348,0.0445,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,맑은 콧물은 콧물(rhinorrhea)과 직접 대응합니다.,false,top_k
G,eval_022,0,맑은 콧물이 줄줄 나옵니다 맑은 콧물,15,근육통,myalgia,0.0345,0.2531,0.0466,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,맑은 콧물은 콧물(rhinorrhea)과 직접 대응합니다.,false,top_k
G,eval_022,0,맑은 콧물이 줄줄 나옵니다 맑은 콧물,16,가래,sputum,0.0344,0.0119,0.0802,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,맑은 콧물은 콧물(rhinorrhea)과 직접 대응합니다.,false,top_k
G,eval_022,0,맑은 콧물이 줄줄 나옵니다 맑은 콧물,17,설사,symptom:9c88ae340b,0.0341,0.0107,0.0912,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,맑은 콧물은 콧물(rhinorrhea)과 직접 대응합니다.,false,top_k
G,eval_022,0,맑은 콧물이 줄줄 나옵니다 맑은 콧물,18,서맥,symptom:8915f77f38,0.034,0.0085,0.1327,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,맑은 콧물은 콧물(rhinorrhea)과 직접 대응합니다.,false,top_k
G,eval_022,0,맑은 콧물이 줄줄 나옵니다 맑은 콧물,19,흉통,chest_pain,0.0339,0.0119,0.0699,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,맑은 콧물은 콧물(rhinorrhea)과 직접 대응합니다.,false,top_k
G,eval_022,0,맑은 콧물이 줄줄 나옵니다 맑은 콧물,20,사망,symptom:49570025c3,0.0338,0.0099,0.1089,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,맑은 콧물은 콧물(rhinorrhea)과 직접 대응합니다.,false,top_k
G,eval_022,1,코가 막혀 있습니다 코막힘,1,코막힘,nasal_obstruction,0.1099,1.0,0.3846,1.0,rrf_preferred_alias,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,코가 막힌 상태는 코막힘과 직접 대응합니다.,true,top_k
G,eval_022,1,코가 막혀 있습니다 코막힘,2,콧물,rhinorrhea,0.0413,0.1745,0.1868,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,코가 막힌 상태는 코막힘과 직접 대응합니다.,false,top_k
G,eval_022,1,코가 막혀 있습니다 코막힘,3,마찰음,symptom:16666ae9ec,0.0382,0.1116,0.1699,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,코가 막힌 상태는 코막힘과 직접 대응합니다.,false,top_k
G,eval_022,1,코가 막혀 있습니다 코막힘,4,빈호흡,symptom:e3fb3f1d30,0.0368,0.0818,0.1835,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,코가 막힌 상태는 코막힘과 직접 대응합니다.,false,top_k
G,eval_022,1,코가 막혀 있습니다 코막힘,5,결막염,symptom:7a281d2ec2,0.0351,0.007,0.222,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,코가 막힌 상태는 코막힘과 직접 대응합니다.,false,top_k
G,eval_022,1,코가 막혀 있습니다 코막힘,6,재채기,symptom:f0ff1b70a5,0.0349,0.0072,0.1966,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,코가 막힌 상태는 코막힘과 직접 대응합니다.,false,top_k
G,eval_022,1,코가 막혀 있습니다 코막힘,7,사망,symptom:49570025c3,0.0345,0.0905,0.1483,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,코가 막힌 상태는 코막힘과 직접 대응합니다.,false,top_k
G,eval_022,1,코가 막혀 있습니다 코막힘,8,빈맥,symptom:920af2278a,0.0338,0.0077,0.1733,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,코가 막힌 상태는 코막힘과 직접 대응합니다.,false,top_k
G,eval_022,1,코가 막혀 있습니다 코막힘,9,탈장,symptom:d7c26014b2,0.0336,0.1195,0.1013,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,코가 막힌 상태는 코막힘과 직접 대응합니다.,false,top_k
G,eval_022,1,코가 막혀 있습니다 코막힘,10,불안,symptom:31e7e68566,0.0334,0.0083,0.1661,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,코가 막힌 상태는 코막힘과 직접 대응합니다.,false,top_k
G,eval_022,1,코가 막혀 있습니다 코막힘,11,질식,symptom:86f571c688,0.0333,0.0942,0.139,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,코가 막힌 상태는 코막힘과 직접 대응합니다.,false,top_k
G,eval_022,1,코가 막혀 있습니다 코막힘,12,저산소증,symptom:b3d40f3209,0.0332,0.0684,0.143,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,코가 막힌 상태는 코막힘과 직접 대응합니다.,false,top_k
G,eval_022,1,코가 막혀 있습니다 코막힘,13,서맥,symptom:8915f77f38,0.0331,0.0075,0.1696,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,코가 막힌 상태는 코막힘과 직접 대응합니다.,false,top_k
G,eval_022,1,코가 막혀 있습니다 코막힘,14,폐부종,symptom:2c8be00e20,0.0331,0.1121,0.1076,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,코가 막힌 상태는 코막힘과 직접 대응합니다.,false,top_k
G,eval_022,1,코가 막혀 있습니다 코막힘,15,부정맥,symptom:bcde07d1e3,0.0326,0.0078,0.1484,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,코가 막힌 상태는 코막힘과 직접 대응합니다.,false,top_k
G,eval_022,1,코가 막혀 있습니다 코막힘,16,고탄산증,symptom:2ddc315fa9,0.0321,0.007,0.1634,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,코가 막힌 상태는 코막힘과 직접 대응합니다.,false,top_k
G,eval_022,1,코가 막혀 있습니다 코막힘,17,삼키기 곤란,dysphagia,0.0317,0.0932,0.1209,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,match,코가 막힌 상태는 코막힘과 직접 대응합니다.,false,top_k
