variant,case_id,failure_type,missing_gold,negative_hits,gold_symptoms,evaluated_k,predicted_top_k,queries_used,span_names,span_statuses,span_types,active_span_count,skipped_span_count
C,syn_0265,negative_hit|extraction_gold_mismatch,,체중감소,눈꼽,20,눈꼽; 체중감소; 가래; 기침; 객혈; 마찰음; 식욕부진; 흉통; 구토; 천명음; 천식; 가슴 답답; 결막염; 지남력 장애; 빈혈; 열; 사지 부종; 감기 증상; 기운없음; 화농성 객담,체중감소는 지금은 괜찮아 근데 어제부터 아침마다 눈꼽이 많이 껴.,,있음,symptom,1,0
C,syn_0266,miss_all_gold|extraction_gold_mismatch,두통,,두통,20,감기 증상; 콧물; 하지부종; 사망; 삼키기 곤란; 결막염; 피부홍조; 가슴 답답; 빈호흡; 불안; 청색증; 흉통; 구토; 기침; 가슴 두근거림; 함몰가슴; 질식; 발한; 호기의 증가; 경정맥 확장,치료 후에도 머리가 지끈거려.,,있음,symptom,1,0
C,syn_0269,negative_hit|extraction_gold_mismatch,,삼키기 곤란,발한; 피부홍조,20,발한; 삼키기 곤란; 수유 곤란; 호흡곤란; 운동 시 호흡곤란; 객혈; 가래; 구토; 식욕부진; 기침; 체중감소; 불안; 피부홍조; 열; 폐부종; 탈장; 청색증; 사망; 천명음; 말초부종,삼키기 곤란은 지금은 괜찮아 근데 오늘 아침부터 얼굴이 확 달아올라 그리고 땀이 자꾸 나.,,있음,symptom,1,0
C,syn_0270,partial_miss|extraction_gold_mismatch,복부팽만감,,감기 증상; 근육통; 복부팽만감,20,근육통; 감기 증상; 눈이 무거운 느낌; 두통; 말초부종; 발한; 체중감소; 피부홍조; 재채기; 오한; 열; 삼키기 곤란; 피로감; 가슴 답답; 불안; 사망; 권태감; 검은색 가래; 식욕부진; 탈장,이번에 새로 근육이 욱신거려 그리고 감기 몸살 같은 느낌이야 그리고 속이 더부룩하고 배가 불러.,,있음,symptom,1,0
C,syn_0271,miss_all_gold|extraction_gold_mismatch,사래걸림,,사래걸림,20,복벽이 움푹 들어감; 재채기; 기운없음; 반복되는 폐렴; 가래; 근력 약화; 결막염; 열; 사지 부종; 화농성 객담; 질식; 호기의 증가; 마찰음; 구토; 근육통; 의식 저하; 빈혈; 탈장; 의식 변화; 흉통,약 먹는 중인데 물 마시면 사레가 잘 들어.,,있음,symptom,1,0
C,syn_0273,negative_hit|extraction_gold_mismatch,,천명음,창백,20,창백; 천명음; 가래; 구토; 마찰음; 천식; 흉곽 팽윤; 목소리 변화; 눈꼽; 사지 부종; 호기의 증가; 폐기능저하; 오한; 지남력 장애; 기침; 콧물; 코막힘; 심부전; 결막염; 가슴 답답,천명음은 지금은 괜찮아 근데 얼굴이 창백해졌어 그래서 진료 보러 왔어.,,있음,symptom,1,0
C,syn_0277,partial_miss|negative_hit|extraction_gold_mismatch,빈맥,복부 통증,목의 통증; 빈맥,20,목의 통증; 복부 통증; 복부팽만감; 박동성 통증; 부정맥; 탈장; 코막힘; 서맥; 기침; 콧물; 가슴 답답; 삼키기 곤란; 두통; 열; 흉통; 근육통; 폐부종; 발한; 천명음; 복벽이 움푹 들어감,복부 통증은 좀 나아졌어 근데 지난번보다 맥이 너무 빨리 뛰어 그리고 목이 따가워.,,있음,symptom,1,0
C,syn_0281,negative_hit|extraction_gold_mismatch,,근육통,재채기,20,근육통; 재채기; 발한; 두통; 권태감; 피부홍조; 코막힘; 불안; 감기 증상; 콧물; 흉통; 천식; 기침; 근긴장의 이상; 폐기능저하; 의식 저하; 사지 부종; 박동성 통증; 창백; 방사통,근육통은 지금은 괜찮아 근데 아직 재채기를 계속 해.,,있음,symptom,1,0
C,syn_0285,negative_hit|extraction_gold_mismatch,,구토,코막힘,20,코막힘; 구토; 감기 증상; 기운없음; 콧물; 질식; 설사; 열; 결막염; 천식; 호기의 증가; 재채기; 경정맥 확장; 근력 약화; 사망; 마찰음; 흉곽 팽윤; 빈호흡; 오한; 두통,구토는 지금 없어 근데 코막힘이 계속돼 그래서 진료 보러 왔어.,,있음,symptom,1,0
C,syn_0287,partial_miss|extraction_gold_mismatch,가슴 두근거림,,가슴 두근거림; 하지부종,20,하지부종; 눈이 무거운 느낌; 콧물; 구토; 근력 약화; 부정맥; 탈장; 가슴 답답; 사지 부종; 결막염; 삼키기 곤란; 발한; 복부팽만감; 눈의 충혈; 말초부종; 근육통; 오한; 기침; 설사; 감기 증상,심장이 빨리 뛰는 느낌이야 그리고 다리가 부어 그래서 진료 보러 왔어.,,있음,symptom,1,0
C,syn_0289,negative_hit|extraction_gold_mismatch,,눈이 무거운 느낌,복부 통증; 콧물,20,콧물; 눈이 무거운 느낌; 목의 통증; 복부 통증; 복부팽만감; 박동성 통증; 코막힘; 감기 증상; 두통; 가슴 답답; 구토; 결막염; 삼키기 곤란; 천명음; 눈의 충혈; 흉통; 불안; 피부홍조; 재채기; 열,눈이 무거운 느낌은 지금은 괜찮아 근데 약 먹는 중에 복부 통증이 있어 그리고 콧물이 계속 흘러.,,있음,symptom,1,0
C,syn_0292,miss_all_gold|extraction_gold_mismatch,어지러움,,어지러움,20,눈이 무거운 느낌; 가래; 객혈; 흉통; 천명음; 발한; 불안; 근육통; 탈장; 열; 오한; 복벽이 움푹 들어감; 재채기; 지남력 장애; 천식; 경정맥 확장; 빈맥; 검은색 가래; 삼키기 곤란; 말초부종,오늘 아침부터 빙빙 도는 느낌이 있어.,,있음,symptom,1,0
C,syn_0293,negative_hit|extraction_gold_mismatch,,객혈,흉부압박감,20,객혈; 가슴 답답; 가슴 두근거림; 눈이 무거운 느낌; 함몰가슴; 가래; 삼키기 곤란; 감기 증상; 불안; 발한; 천명음; 흉통; 열; 검은색 가래; 탈장; 기침; 마찰음; 구토; 흉부압박감; 눈의 충혈,객혈은 좀 나아졌어 근데 치료하고 나서도 가슴이 꽉 눌리는 느낌이야.,,있음,symptom,1,0
C,syn_0297,negative_hit|extraction_gold_mismatch,,눈의 충혈,사지 부종; 운동 시 호흡곤란,20,눈의 충혈; 호흡곤란; 가래; 기침; 구토; 운동 시 호흡곤란; 객혈; 사지 부종; 사망; 가슴 답답; 화농성 객담; 하지부종; 검은색 가래; 천명음; 열; 흉통; 눈이 무거운 느낌; 기운없음; 콧물; 감기 증상,눈의 충혈은 지금 없어 근데 손발이 부어 그리고 걸을 때 숨이 더 차 그래서 진료 보러 왔어.,,있음,symptom,1,0
C,syn_0300,partial_miss|extraction_gold_mismatch,두통,,눈이 무거운 느낌; 두통; 하지부종,20,하지부종; 눈이 무거운 느낌; 감기 증상; 구토; 콧물; 사지 부종; 눈의 충혈; 빈호흡; 사망; 가슴 답답; 결막염; 발한; 피부홍조; 근력 약화; 기침; 부정맥; 체중감소; 호기의 증가; 경정맥 확장; 무증상,치료 후에도 다리가 부어 그리고 머리가 아파 그리고 눈이 무겁게 느껴져.,,있음,symptom,1,0
C,syn_0301,negative_hit|extraction_gold_mismatch,,피부홍조,근력 약화,20,피부홍조; 근력 약화; 코막힘; 기운없음; 발한; 사지 부종; 불안; 콧물; 지남력 장애; 흉수; 근긴장의 이상; 눈꼽; 의식 저하; 뇌압상승증상; 천식; 식욕부진; 폐기능저하; 눈의 충혈; 온몸이 떨림; 복벽이 움푹 들어감,피부홍조는 지금은 괜찮아 근데 힘이 부쩍 약해진 거 같아.,,있음,symptom,1,0
C,syn_0305,negative_hit|extraction_gold_mismatch,,사지 부종,방사통,20,사지 부종; 폐부종; 하지부종; 말초부종; 피부홍조; 청색증; 불안; 발한; 방사통; 호흡곤란; 감기 증상; 재채기; 결막염; 콧물; 객혈; 저산소증; 두통; 어지러움; 흉통; 호기의 증가,사지 부종은 이제 거의 없어 근데 아픈 게 어깨로 뻗어 그래서 좀 불편해.,,있음,symptom,1,0
C,syn_0307,partial_miss|extraction_gold_mismatch,창백,,객혈; 창백,20,객혈; 가래; 검은색 가래; 거품이 섞인 가래; 화농성 객담; 가슴 답답; 기침; 감기 증상; 체중감소; 구토; 결막염; 지남력 장애; 질식; 콧물; 천식; 폐기능저하; 사지 부종; 피부홍조; 코막힘; 의식 저하,약 먹는 중인데 가래에 피가 좀 묻어 나와 그리고 안색이 하얗게 질렸어.,,있음,symptom,1,0
C,syn_0309,negative_hit|extraction_gold_mismatch,,권태감,목소리 변화; 불안,20,목의 통증; 권태감; 목소리 변화; 불안; 기운없음; 피부홍조; 천명음; 가래; 결막염; 발한; 가슴 답답; 하지부종; 콧물; 열; 근력 약화; 빈호흡; 호기의 증가; 빈맥; 식욕부진; 흉곽 팽윤,권태감은 이제 거의 없어 근데 목소리가 잘 안 나와 그리고 마음이 자꾸 불안해.,,있음,symptom,1,0
C,syn_0310,partial_miss|extraction_gold_mismatch,복부 통증,,복부 통증; 부정맥; 운동 시 호흡곤란,20,호흡곤란; 가슴 답답; 천식; 호기의 증가; 탈장; 부정맥; 서맥; 고탄산증; 두통; 운동 시 호흡곤란; 가래; 기침; 검은색 가래; 기운없음; 흉수; 거품이 섞인 가래; 가슴 두근거림; 근력 약화; 온몸이 떨림; 빈호흡,조금만 걸어도 숨이 차 그리고 심장이 엇박자로 뛰는 거 같아 그리고 속이 아파 그래서 좀 불편해.,,있음,symptom,1,0
C,syn_0313,negative_hit|extraction_gold_mismatch,,기침,두통,20,기침; 구토; 결막염; 검은색 가래; 가래; 체중감소; 가슴 답답; 운동 시 호흡곤란; 불안; 근육통; 화농성 객담; 오한; 빈호흡; 피부홍조; 두통; 감기 증상; 발한; 폐부종; 콧물; 천명음,기침은 지금은 괜찮아 근데 아직 머리깽이가 깨질 듯 아파.,,있음,symptom,1,0
C,syn_0314,miss_all_gold|extraction_gold_mismatch,피로감,,피로감,20,감기 증상; 열; 콧물; 무증상; 권태감; 방사통; 마찰음; 사망; 설사; 기침; 검은색 가래; 코막힘; 흉수; 탈장; 근력 약화; 박동성 통증; 구토; 폐기능저하; 객혈; 사지 부종,치료하고 나서도 자도자도 피곤해.,,있음,symptom,1,0
C,syn_0317,negative_hit|extraction_gold_mismatch,,가슴 두근거림,감기 증상; 근육통,20,근육통; 가슴 두근거림; 가슴 답답; 감기 증상; 함몰가슴; 눈이 무거운 느낌; 불안; 발한; 재채기; 피부홍조; 말초부종; 삼키기 곤란; 두통; 체중감소; 피로감; 청색증; 무증상; 식욕부진; 호흡곤란; 기침,가슴 두근거림은 지금은 괜찮아 근데 몸땡이가 여기저기 쑤셔 그리고 감기 몸살 같은 느낌이야 그래서 좀 불편해.,,있음,symptom,1,0
C,syn_0318,partial_miss|extraction_gold_mismatch,오한,,사래걸림; 오한,20,사래걸림; 가래; 기침; 검은색 가래; 운동 시 호흡곤란; 식욕부진; 콧물; 가슴 답답; 결막염; 체중감소; 객혈; 호흡곤란; 사망; 저산소증; 구토; 천식; 불안; 발한; 감기 증상; 피부홍조,먹다가 자꾸 사래가 걸려 그리고 몸땡이가 으슬으슬해 그래서 좀 불편해.,,있음,symptom,1,0
C,syn_0321,negative_hit|extraction_gold_mismatch,,검은색 가래,가슴 답답,20,검은색 가래; 가슴 답답; 가래; 거품이 섞인 가래; 함몰가슴; 가슴 두근거림; 기침; 화농성 객담; 운동 시 호흡곤란; 불안; 피부홍조; 체중감소; 흉부압박감; 삼키기 곤란; 흉통; 청색증; 객혈; 구토; 감기 증상; 발한,검은색 가래는 이제 거의 없어 근데 가슴이 꽉 막힌 거 같아.,,있음,symptom,1,0
C,syn_0325,miss_all_gold|negative_hit|extraction_gold_mismatch,권태감,복부팽만감,권태감,20,복부팽만감; 복부 통증; 온몸이 떨림; 기운없음; 가래; 탈장; 구토; 무증상; 감기 증상; 빈맥; 코막힘; 서맥; 검은색 가래; 말초부종; 콧물; 폐부종; 호흡곤란; 기침; 결막염; 설사,복부팽만감은 지금 없어 근데 몸이 처지고 의욕이 없어 그래서 진료 보러 왔어.,,있음,symptom,1,0
C,syn_0329,partial_miss|negative_hit|extraction_gold_mismatch,설사,빈맥,발한; 설사,20,빈맥; 발한; 빈호흡; 부정맥; 복벽이 움푹 들어감; 객혈; 가래; 흉수; 지남력 장애; 결막염; 가슴 답답; 경정맥 확장; 천식; 빈혈; 사지 부종; 화농성 객담; 의식 변화; 콧물; 의식 저하; 코막힘,빈맥은 지금은 괜찮아 근데 최근에 땀이 자꾸 나 그리고 묽은 변을 몇 번씩 봐.,,있음,symptom,1,0
C,syn_0331,miss_all_gold|extraction_gold_mismatch,오한,,오한,20,재채기; 기침; 의식 저하; 온몸이 떨림; 검은색 가래; 체중감소; 구토; 천식; 복벽이 움푹 들어감; 반복되는 폐렴; 질식; 운동 시 호흡곤란; 목소리 변화; 호기의 증가; 폐기능저하; 코막힘; 어지러움; 가래; 의식 변화; 두통,이번에 새로 추워가 몸땡이가 떨려.,,있음,symptom,1,0
C,syn_0333,negative_hit|extraction_gold_mismatch,,방사통,가래,20,가래; 검은색 가래; 방사통; 거품이 섞인 가래; 기침; 객혈; 구토; 화농성 객담; 운동 시 호흡곤란; 감기 증상; 오한; 체중감소; 흉통; 복벽이 움푹 들어감; 설사; 천식; 사지 부종; 무증상; 창백; 두통,방사통은 지금은 괜찮아 근데 오늘 아침부터 가래가 자꾸 나와.,,있음,symptom,1,0
C,syn_0337,negative_hit|extraction_gold_mismatch,,가래,목의 통증; 온몸이 떨림,20,가래; 온몸이 떨림; 목의 통증; 검은색 가래; 거품이 섞인 가래; 체중감소; 코막힘; 화농성 객담; 기침; 감기 증상; 콧물; 객혈; 구토; 근육통; 가슴 답답; 오한; 운동 시 호흡곤란; 사지 부종; 천식; 기운없음,가래는 지금은 괜찮아 근데 오늘 아침부터 목이 따갑고 아파 그리고 온몸이 떨려.,,있음,symptom,1,0
C,syn_0338,partial_miss|extraction_gold_mismatch,호흡곤란,,거품이 섞인 가래; 호흡곤란,20,가래; 거품이 섞인 가래; 검은색 가래; 눈이 무거운 느낌; 어지러움; 가슴 답답; 기침; 구토; 기운없음; 운동 시 호흡곤란; 화농성 객담; 불안; 삼키기 곤란; 발한; 두통; 감기 증상; 객혈; 체중감소; 피부홍조; 오한,숨이 잘 안 쉬어지는 느낌이야 그리고 거품 낀 가래가 나와 그래서 좀 불편해.,,있음,symptom,1,0
C,syn_0339,partial_miss|extraction_gold_mismatch,어지러움,,방사통; 어지러움,20,흉통; 가슴 답답; 함몰가슴; 가슴 두근거림; 목의 통증; 박동성 통증; 눈이 무거운 느낌; 복부 통증; 불안; 삼키기 곤란; 콧물; 근육통; 발한; 피부홍조; 열; 오한; 방사통; 빈호흡; 천명음; 가래,약 먹는 중에 빙빙 도는 느낌이 있어 그리고 가슴 통증이 팔로 퍼져.,,있음,symptom,1,0
C,syn_0340,partial_miss|extraction_gold_mismatch,흉부압박감,,기침; 화농성 객담; 흉부압박감,20,화농성 객담; 가래; 가슴 답답; 기침; 검은색 가래; 거품이 섞인 가래; 가슴 두근거림; 함몰가슴; 눈이 무거운 느낌; 구토; 결막염; 감기 증상; 삼키기 곤란; 천명음; 운동 시 호흡곤란; 오한; 빈호흡; 재채기; 빈맥; 체중감소,이번에는 새로 가슴이 눌리는 느낌이야 그리고 기침이 자주 나와 그리고 진한 노란 가래가 계속 나와.,,있음,symptom,1,0
C,syn_0341,negative_hit|extraction_gold_mismatch,,피로감,기운없음,20,피로감; 코막힘; 근력 약화; 체중감소; 기운없음; 콧물; 두통; 근육통; 구토; 운동 시 호흡곤란; 마찰음; 폐기능저하; 가래; 온몸이 떨림; 기침; 목소리 변화; 사래걸림; 눈이 무거운 느낌; 결막염; 검은색 가래,피로감은 좀 나아졌어 근데 몸땡이에 힘이 쭉 빠져.,,있음,symptom,1,0
C,syn_0345,negative_hit|extraction_gold_mismatch,,설사,구토,20,설사; 구토; 피로감; 체중감소; 식욕부진; 불안; 무증상; 권태감; 결막염; 객혈; 재채기; 호흡곤란; 빈호흡; 빈맥; 의식 저하; 발한; 피부홍조; 천식; 호기의 증가; 화농성 객담,설사는 이제 거의 없어 근데 토를 했어 그래서 좀 불편해.,,있음,symptom,1,0
C,syn_0347,partial_miss|extraction_gold_mismatch,두통,,두통; 하지부종,20,눈이 무거운 느낌; 콧물; 결막염; 가슴 답답; 하지부종; 삼키기 곤란; 발한; 피부홍조; 불안; 코막힘; 함몰가슴; 무증상; 서맥; 가래; 말초부종; 열; 목의 통증; 빈호흡; 감기 증상; 복부 통증,종아리가 붓는 느낌이야 그리고 머리가 아파 그래서 진료 보러 왔어.,,있음,symptom,1,0
C,syn_0348,partial_miss|extraction_gold_mismatch,피로감,,근력 약화; 피로감,20,근력 약화; 눈이 무거운 느낌; 피부홍조; 불안; 발한; 삼키기 곤란; 가슴 답답; 운동 시 호흡곤란; 근긴장의 이상; 권태감; 온몸이 떨림; 기침; 말초부종; 흉부압박감; 박동성 통증; 흉곽 팽윤; 코막힘; 콧물; 호기의 증가; 목의 통증,최근에 근력이 약해진 느낌이야 그리고 쉬어도 피곤해.,,있음,symptom,1,0
C,syn_0349,partial_miss|negative_hit|extraction_gold_mismatch,콧물,부정맥,검은색 가래; 콧물,20,가래; 부정맥; 검은색 가래; 거품이 섞인 가래; 경정맥 확장; 기침; 객혈; 감기 증상; 코막힘; 저산소증; 구토; 운동 시 호흡곤란; 화농성 객담; 호흡기감염; 체중감소; 불안; 빈맥; 빈호흡; 서맥; 결막염,부정맥은 이제 거의 없어 근데 아직 코가 자꾸 흘러 그리고 가래가 좀 까매 보여.,,있음,symptom,1,0
C,syn_0353,negative_hit|extraction_gold_mismatch,,거품이 섞인 가래,기침,20,가래; 거품이 섞인 가래; 검은색 가래; 기침; 결막염; 구토; 화농성 객담; 콧물; 운동 시 호흡곤란; 코막힘; 객혈; 감기 증상; 빈맥; 체중감소; 가슴 답답; 빈호흡; 천명음; 근육통; 식욕부진; 오한,거품이 섞인 가래는 나아졌어 근데 지금 먹는 약은 없고 기침이 계속 나.,,있음,symptom,1,0
C,syn_0357,negative_hit|extraction_gold_mismatch,,코막힘,부정맥; 운동 시 호흡곤란,20,코막힘; 가슴 답답; 가래; 천식; 콧물; 질식; 부정맥; 탈장; 서맥; 호기의 증가; 고탄산증; 흉곽 팽윤; 두통; 복벽이 움푹 들어감; 기침; 흉수; 지남력 장애; 기운없음; 운동 시 호흡곤란; 사래걸림,코막힘은 지금은 괜찮아 근데 어제부터 조금만 걸어도 숨이 차 그리고 심장이 엇박자로 뛰는 거 같아.,,있음,symptom,1,0
C,syn_0360,partial_miss|extraction_gold_mismatch,두통; 어지러움,,눈이 무거운 느낌; 두통; 어지러움,20,권태감; 눈이 무거운 느낌; 가슴 답답; 사망; 구토; 감기 증상; 검은색 가래; 삼키기 곤란; 피부홍조; 불안; 열; 청색증; 마찰음; 빈호흡; 함몰가슴; 무증상; 콧물; 천식; 목소리 변화; 기침,치료하고 나서도 머리깽이가 깨질 듯 아파 그리고 눈꺼풀이 축 처지는 느낌이야 그리고 머리깽이가 핑 돌아.,,있음,symptom,1,0
C,syn_0361,negative_hit|extraction_gold_mismatch,,두통,피로감,20,두통; 피부홍조; 권태감; 피로감; 불안; 근육통; 열; 발한; 흉통; 운동 시 호흡곤란; 기침; 결막염; 콧물; 코막힘; 가래; 감기 증상; 천식; 검은색 가래; 오한; 호기의 증가,두통은 이제 거의 없어 근데 쉬어도 몸땡이가 피곤해.,,있음,symptom,1,0
C,syn_0365,miss_all_gold|negative_hit|extraction_gold_mismatch,사래걸림,기운없음,사래걸림,20,기운없음; 복벽이 움푹 들어감; 천명음; 가래; 재채기; 흉통; 호흡곤란; 반복되는 폐렴; 호기의 증가; 운동 시 호흡곤란; 불안; 빈호흡; 결막염; 열; 근력 약화; 발한; 체중감소; 식욕부진; 피부홍조; 화농성 객담,기운없음은 좀 나아졌어 근데 물 마시면 사레가 잘 들어 그래서 좀 불편해.,,있음,symptom,1,0
C,syn_0367,partial_miss|extraction_gold_mismatch,창백,,가래; 창백,20,가래; 검은색 가래; 거품이 섞인 가래; 기침; 화농성 객담; 운동 시 호흡곤란; 객혈; 구토; 가슴 답답; 감기 증상; 오한; 체중감소; 복벽이 움푹 들어감; 지남력 장애; 사래걸림; 탈장; 사지 부종; 천명음; 천식; 어지러움,오늘 아침부터 안색이 하얗게 질렸어 그리고 가래가 자꾸 나와.,,있음,symptom,1,0
C,syn_0369,negative_hit|extraction_gold_mismatch,,부정맥,눈의 충혈; 불안,20,부정맥; 눈이 무거운 느낌; 경정맥 확장; 불안; 눈의 충혈; 구토; 피부홍조; 발한; 빈맥; 호기의 증가; 빈호흡; 무증상; 결막염; 심부전; 체중감소; 콧물; 질식; 열; 객혈; 가슴 답답,부정맥은 이제 거의 없어 근데 최근에 괜히 불안해 그리고 눈이 벌겋게 됐어.,,있음,symptom,1,0
C,syn_0370,partial_miss|extraction_gold_mismatch,복부 통증,,복부 통증; 부정맥; 콧물,20,콧물; 재채기; 가슴 답답; 결막염; 코막힘; 검은색 가래; 감기 증상; 사망; 부정맥; 탈장; 구토; 근육통; 오한; 기침; 복벽이 움푹 들어감; 가래; 천식; 서맥; 운동 시 호흡곤란; 호기의 증가,치료하고 나서도 심장이 엇박자로 뛰는 거 같아 그리고 속이 아파 그리고 콧물이 줄줄 나와.,,있음,symptom,1,0
C,syn_0371,miss_all_gold|extraction_gold_mismatch,빈맥,,빈맥,20,눈이 무거운 느낌; 객혈; 삼키기 곤란; 불안; 가래; 서맥; 발한; 체중감소; 피부홍조; 복벽이 움푹 들어감; 천식; 식욕부진; 천명음; 사래걸림; 급성 신부전; 말초부종; 콧물; 열; 재채기; 근력 약화,오늘 아침부터 심박이 빠른 느낌이야.,,있음,symptom,1,0
C,syn_0372,miss_all_gold|extraction_gold_mismatch,권태감,,권태감,20,온몸이 떨림; 구토; 기운없음; 가래; 무증상; 빈맥; 천식; 빈호흡; 설사; 코막힘; 체중감소; 검은색 가래; 호흡곤란; 서맥; 결막염; 질식; 복벽이 움푹 들어감; 말초부종; 콧물; 빈혈,약 먹는 중에 몸이 처지고 의욕이 없어.,,있음,symptom,1,0
C,syn_0373,negative_hit|extraction_gold_mismatch,,온몸이 떨림,눈이 무거운 느낌,20,눈이 무거운 느낌; 온몸이 떨림; 구토; 눈의 충혈; 흉통; 피부홍조; 불안; 발한; 기운없음; 질식; 체중감소; 어지러움; 삼키기 곤란; 감기 증상; 경정맥 확장; 빈맥; 권태감; 근육통; 빈호흡; 콧물,온몸가 떨림은 이제 거의 없어 근데 눈이 무거워.,,있음,symptom,1,0
C,syn_0377,negative_hit|extraction_gold_mismatch,,오한,감기 증상; 복부팽만감,20,오한; 감기 증상; 기운없음; 두통; 근육통; 체중감소; 열; 권태감; 탈장; 구토; 말초부종; 발한; 복부팽만감; 사망; 피부홍조; 불안; 근력 약화; 가슴 답답; 검은색 가래; 호흡곤란,오한은 이제 거의 없어 근데 약은 아직 안 먹고 있고 감기 기운이 좀 있어 그리고 속이 더부룩하고 배가 불러.,,있음,symptom,1,0
C,syn_0379,partial_miss|extraction_gold_mismatch,구토,,구토; 코막힘,20,코막힘; 가슴 답답; 체중감소; 결막염; 열; 하지부종; 콧물; 흉수; 불안; 호흡곤란; 빈호흡; 근긴장의 이상; 권태감; 운동 시 호흡곤란; 서맥; 재채기; 천식; 삼키기 곤란; 고탄산증; 빈맥,코가 막혀가 답답해 그리고 토를 했어 그래서 좀 불편해.,,있음,symptom,1,0
C,syn_0381,negative_hit|extraction_gold_mismatch,,눈꼽,가슴 두근거림,20,눈꼽; 가슴 두근거림; 가슴 답답; 함몰가슴; 가래; 청색증; 삼키기 곤란; 흉통; 코막힘; 객혈; 기침; 운동 시 호흡곤란; 결막염; 검은색 가래; 사망; 호기의 증가; 질식; 거품이 섞인 가래; 재채기; 지남력 장애,눈꼽은 지금은 괜찮아 근데 어제부터 가슴이 막 두근거려.,,있음,symptom,1,0
C,syn_0385,negative_hit|extraction_gold_mismatch,,흉부압박감,호흡곤란,20,호흡곤란; 흉부압박감; 천명음; 가슴 답답; 탈장; 흉통; 권태감; 흉곽 팽윤; 불안; 코막힘; 눈이 무거운 느낌; 말초부종; 흉수; 감기 증상; 피부홍조; 천식; 열; 콧물; 빈맥; 호기의 증가,흉부압박감은 나아졌어 근데 가만히 있어도 숨쉬기가 불편해 그래서 진료 보러 왔어.,,있음,symptom,1,0
C,syn_0386,miss_all_gold|extraction_gold_mismatch,어지러움,,어지러움,20,눈이 무거운 느낌; 가슴 답답; 근육통; 흉통; 오한; 삼키기 곤란; 불안; 발한; 천명음; 피부홍조; 열; 폐부종; 반복되는 폐렴; 결막염; 빈호흡; 질식; 빈맥; 구토; 복벽이 움푹 들어감; 두통,약 먹는 중에 빙빙 도는 느낌이 있어.,,있음,symptom,1,0
C,syn_0388,partial_miss|extraction_gold_mismatch,객혈,,객혈; 기운없음,20,기침; 검은색 가래; 가래; 근력 약화; 코막힘; 콧물; 결막염; 천명음; 운동 시 호흡곤란; 체중감소; 가슴 답답; 구토; 기운없음; 근육통; 화농성 객담; 빈맥; 빈호흡; 식욕부진; 폐부종; 권태감,지난번보다 몸땡이에 힘이 쭉 빠져 그리고 기침하면 피가 비쳐.,,있음,symptom,1,0
C,syn_0389,negative_hit|extraction_gold_mismatch,,가슴 답답,설사; 천명음,20,호흡곤란; 가슴 답답; 함몰가슴; 설사; 목소리 변화; 가슴 두근거림; 천명음; 결막염; 가래; 코막힘; 삼키기 곤란; 기침; 콧물; 발한; 피부홍조; 감기 증상; 흉통; 불안; 운동 시 호흡곤란; 청색증,가슴 답답은 지금은 괜찮아 근데 설사가 계속돼 그리고 숨쉴 때 쌕쌕거리는 소리가 나 그래서 진료 보러 왔어.,,있음,symptom,1,0
C,syn_0393,negative_hit|extraction_gold_mismatch,,콧물,체중감소,20,콧물; 결막염; 코막힘; 재채기; 체중감소; 기침; 구토; 호기의 증가; 사망; 경정맥 확장; 의식 저하; 반복되는 폐렴; 열; 천식; 가래; 폐부종; 의식 변화; 두통; 눈의 충혈; 눈이 무거운 느낌,콧물은 나아졌어 근데 최근 살이 많이 빠졌어.,,있음,symptom,1,0
C,syn_0397,partial_miss|negative_hit|extraction_gold_mismatch,피부홍조,감기 증상,온몸이 떨림; 피부홍조,20,감기 증상; 온몸이 떨림; 무증상; 뇌압상승증상; 다발성 장기부전 증상; 구토; 체중감소; 기침; 오한; 근육통; 설사; 목소리 변화; 두통; 말초부종; 가래; 객혈; 결막염; 권태감; 폐부종; 심부전,감기 증상은 나아졌어 근데 지난 진료 이후 온몸이 떨려 그리고 얼굴이 붉어져.,,있음,symptom,1,0
C,syn_0399,partial_miss|extraction_gold_mismatch,방사통,,방사통; 사래걸림,20,가슴 답답; 사래걸림; 가슴 두근거림; 함몰가슴; 기침; 가래; 검은색 가래; 감기 증상; 사망; 콧물; 결막염; 삼키기 곤란; 구토; 흉통; 체중감소; 객혈; 청색증; 식욕부진; 운동 시 호흡곤란; 저산소증,치료하고 나서도 가슴 아픈 게 팔까지 퍼져 그리고 먹다가 자꾸 사래가 걸려.,,있음,symptom,1,0
C,syn_0401,negative_hit|extraction_gold_mismatch,,흉통,객혈,20,객혈; 가래; 흉통; 거품이 섞인 가래; 검은색 가래; 기침; 화농성 객담; 감기 증상; 근육통; 불안; 오한; 구토; 호흡곤란; 흉수; 결막염; 근긴장의 이상; 뇌압상승증상; 천식; 흉부압박감; 호기의 증가,흉통은 지금은 괜찮아 근데 며칠 전부터 가래에 피가 섞여 나와.,,있음,symptom,1,0
